"AdmiClusterLayer__c","Area_kort__c","Attribute__c","Enddate__c","Name","Name_short__c","OE_code__c","Push_Notification_Group_Rem_Conf_Sch__c","RecordTypeId","Sap_id__c","Startdate__c"
"","OORDKOP-TL10","TML","2999-12-31","BZ-NOORDKOP-TL10","BZ-AMR-TL10","","false","012a0000001ZQt4AAG","51014671","2015-01-29"
"","dkop-BT-AU01","TM","2999-12-31","Noordkop-BT-AU01","BT-AMR-AU01","19376","false","01230000000bdAnAAI","51014672","2015-01-29"
"","RHT-TL07","TML","2999-12-31","BZ-GRHT-TL07","BZ-BLEI-TL07","","false","012a0000001ZQt4AAG","51014682","2015-01-30"
"","RHT-TL08","TML","2999-12-31","BZ-GRHT-TL08","BZ-BLEI-TL08","","false","012a0000001ZQt4AAG","51014683","2015-01-30"
"","RHT-TL09","TML","2999-12-31","BZ-GRHT-TL09","BZ-BLEI-TL09","","false","012a0000001ZQt4AAG","51014684","2015-01-30"
"","swijk BT-AU01","TM","2999-12-31","Bleiswijk BT-AU01","BT-BLEI-AU01","19389","false","01230000000bdAnAAI","51014686","2015-01-30"
"","V-2612K","TM","2999-12-31","BT-GV-2612K","BT-2612K","19390","false","01230000000bdAnAAI","51014688","2015-01-30"
"","V-2623A","TM","2999-12-31","BT-GV-2623A","BT-2623A","19391","false","01230000000bdAnAAI","51014689","2015-01-30"
"","V-2641R","TM","2999-12-31","BT-GV-2641R","BT-2641R","19392","false","01230000000bdAnAAI","51014690","2015-01-30"
"","LEI-08 2645-2659","TM","2999-12-31","VT-BLEI-08 2645-2659","VT-BLEI08","19393","false","01230000000bdAnAAI","51014695","2015-01-30"
"","LEI-TL11","TML","2999-12-31","VB-BLEI-TL11","VB-BLEI-TL11","","false","012a0000001ZQt4AAG","51014702","2015-01-30"
"","LEI-TL12","TML","2999-12-31","VB-BLEI-TL12","VB-BLEI-TL12","","false","012a0000001ZQt4AAG","51014703","2015-01-30"
"","LEI-TL13","TML","2999-12-31","VB-BLEI-TL13","VB-BLEI-TL13","","false","012a0000001ZQt4AAG","51014704","2015-01-30"
"","LEI-TL14","TML","2999-12-31","VB-BLEI-TL14","VB-BLEI-TL14","","false","012a0000001ZQt4AAG","51014705","2015-01-30"
"","cht Bezorgen","VST","2999-12-31","Utrecht Bezorgen","VST-UT-BZ","19398","false","01230000000bdAnAAI","51014706","2015-01-30"
"","T-TL01","TML","2999-12-31","BG-UT-TL01","BG-UT-TL01","","false","012a0000001ZQt4AAG","51014707","2015-01-30"
"","T-TL02","TML","2999-12-31","BG-UT-TL02","BG-UT-TL02","","false","012a0000001ZQt4AAG","51014708","2015-01-30"
"","T-TL03","TML","2999-12-31","BG-UT-TL03","BG-UT-TL03","","false","012a0000001ZQt4AAG","51014709","2015-01-30"
"","T-TL04","TML","2999-12-31","BG-UT-TL04","BG-UT-TL04","","false","012a0000001ZQt4AAG","51014710","2015-01-30"
"","T-TL05","TML","2999-12-31","BG-UT-TL05","BG-UT-TL05","","false","012a0000001ZQt4AAG","51014711","2015-01-30"
"","T-TL06","TML","2999-12-31","BG-UT-TL06","BG-UT-TL06","","false","012a0000001ZQt4AAG","51014712","2015-01-30"
"","T-TL07","TML","2999-12-31","BG-UT-TL07","BG-UT-TL07","","false","012a0000001ZQt4AAG","51014713","2015-01-30"
"","T-TL08","TML","2999-12-31","BG-UT-TL08","BG-UT-TL08","","false","012a0000001ZQt4AAG","51014714","2015-01-30"
"","T-TL09","TML","2999-12-31","BG-UT-TL09","BG-UT-TL09","","false","012a0000001ZQt4AAG","51014715","2015-01-30"
"","T-TL10","TML","2999-12-31","BG-UT-TL10","BG-UT-TL10","","false","012a0000001ZQt4AAG","51014716","2015-01-30"
"","cht-BT-3437K","TM","2999-12-31","Utrecht-BT-3437K","BT-3437K","19410","false","01230000000bdAnAAI","51014723","2015-01-30"
"","cht-BT-3991E","TM","2999-12-31","Utrecht-BT-3991E","BT-3991E","19411","false","01230000000bdAnAAI","51014724","2015-01-30"
"","cht-BT-3992P","TM","2999-12-31","Utrecht-BT-3992P","BT-3992P","19412","false","01230000000bdAnAAI","51014725","2015-01-30"
"","cht-BT-3993D","TM","2999-12-31","Utrecht-BT-3993D","BT-3993D","19413","false","01230000000bdAnAAI","51014726","2015-01-30"
"","cht-BT-3442D","TM","2999-12-31","Utrecht-BT-3442D","BT-3442D","19414","false","01230000000bdAnAAI","51014727","2015-01-30"
"","cht-BT-3445Z","TM","2999-12-31","Utrecht-BT-3445Z","BT-3445Z","19416","false","01230000000bdAnAAI","51014729","2015-01-30"
"","cht-BT-3451P","TM","2999-12-31","Utrecht-BT-3451P","BT-3451P","19418","false","01230000000bdAnAAI","51014731","2015-01-30"
"","cht-BT-3453Q","TM","2999-12-31","Utrecht-BT-3453Q","BT-3453Q","19419","false","01230000000bdAnAAI","51014732","2015-01-30"
"","cht-BT-3465J","TM","2999-12-31","Utrecht-BT-3465J","BT-3465J","19422","false","01230000000bdAnAAI","51014735","2015-01-30"
"","cht-BT-3471D","TM","2999-12-31","Utrecht-BT-3471D","BT-3471D","19423","false","01230000000bdAnAAI","51014736","2015-01-30"
"","cht-BT-3512L","TM","2999-12-31","Utrecht-BT-3512L","BT-3512L","19424","false","01230000000bdAnAAI","51014737","2015-01-30"
"","cht-BT-3514C","TM","2999-12-31","Utrecht-BT-3514C","BT-3514C","19425","false","01230000000bdAnAAI","51014738","2015-01-30"
"","cht-BT-3522B","TM","2999-12-31","Utrecht-BT-3522B","BT-3522B","19426","false","01230000000bdAnAAI","51014739","2015-01-30"
"","cht-BT-3582R","TM","2999-12-31","Utrecht-BT-3582R","BT-3582R","19427","false","01230000000bdAnAAI","51014740","2015-01-30"
"","cht-BT-3523J","TM","2999-12-31","Utrecht-BT-3523J","BT-3523J","19428","false","01230000000bdAnAAI","51014741","2015-01-30"
"","cht-BT-3526V","TM","2999-12-31","Utrecht-BT-3526V","BT-3526V","19429","false","01230000000bdAnAAI","51014742","2015-01-30"
"","cht-BT-3532V","TM","2999-12-31","Utrecht-BT-3532V","BT-3532V","19430","false","01230000000bdAnAAI","51014743","2015-01-30"
"","cht-BT-3544N","TM","2999-12-31","Utrecht-BT-3544N","BT-3544N","19431","false","01230000000bdAnAAI","51014744","2015-01-30"
"","cht-BT-3552T","TM","2999-12-31","Utrecht-BT-3552T","BT-3552T","19432","false","01230000000bdAnAAI","51014745","2015-01-30"
"","cht-BT-3563B","TM","2999-12-31","Utrecht-BT-3563B","BT-3563B","19433","false","01230000000bdAnAAI","51014746","2015-01-30"
"","cht-BT-3571L","TM","2999-12-31","Utrecht-BT-3571L","BT-3571L","19434","false","01230000000bdAnAAI","51014747","2015-01-30"
"","cht-BT-3605J","TM","2999-12-31","Utrecht-BT-3605J","BT-3605J","19435","false","01230000000bdAnAAI","51014748","2015-01-30"
"","cht-BT-3645G","TM","2999-12-31","Utrecht-BT-3645G","BT-3645G","19436","false","01230000000bdAnAAI","51014749","2015-01-30"
"","cht-BT-3612B","TM","2999-12-31","Utrecht-BT-3612B","BT-3612B","19437","false","01230000000bdAnAAI","51014750","2015-01-30"
"","cht-BT-3723B","TM","2999-12-31","Utrecht-BT-3723B","BT-3723B","19438","false","01230000000bdAnAAI","51014751","2015-01-30"
"","cht-BT-3734H","TM","2999-12-31","Utrecht-BT-3734H","BT-3734H","19439","false","01230000000bdAnAAI","51014752","2015-01-30"
"","cht-BT-3702B","TM","2999-12-31","Utrecht-BT-3702B","BT-3702B","19440","false","01230000000bdAnAAI","51014753","2015-01-30"
"","cht-BT-3706T","TM","2999-12-31","Utrecht-BT-3706T","BT-3706T","19441","false","01230000000bdAnAAI","51014754","2015-01-30"
"","cht-AD","TM","2999-12-31","Utrecht-AD","BG-UT-ADM","19442","false","01230000000bdAnAAI","51014755","2015-01-30"
"","cht-UZ","TM","2999-12-31","Utrecht-UZ","BG-UT-UZ","19443","false","01230000000bdAnAAI","51014756","2015-01-30"
"","LEI-09 2660-2669","TM","2999-12-31","VT-BLEI-09 2660-2669","VT-BLEI09","19460","false","01230000000bdAnAAI","51014696","2015-01-30"
"","LEI-10 2700-2717","TM","2999-12-31","VT-BLEI-10 2700-2717","VT-BLEI10","19461","false","01230000000bdAnAAI","51014697","2015-01-30"
"","LEI-13","TM","2999-12-31","VT-BLEI-13","VT-BLEI13","19462","false","01230000000bdAnAAI","51014698","2015-01-30"
"","LEI-14","TM","2999-12-31","VT-BLEI-14","VT-BLEI14","19463","false","01230000000bdAnAAI","51014699","2015-01-30"
"","cht-BT-3401Q","TM","2999-12-31","Utrecht-BT-3401Q","BT-3401Q","19474","false","01230000000bdAnAAI","51014772","2015-01-30"
"","cht-BT-3404Q","TM","2999-12-31","Utrecht-BT-3404Q","BT-3404Q","19475","false","01230000000bdAnAAI","51014773","2015-01-30"
"","cht-BT-3421Q","TM","2999-12-31","Utrecht-BT-3421Q","BT-3421Q","19476","false","01230000000bdAnAAI","51014774","2015-01-30"
"","cht-BT-3431Q","TM","2999-12-31","Utrecht-BT-3431Q","BT-3431Q","19477","false","01230000000bdAnAAI","51014775","2015-01-30"
"","RHT-2729N","TM","2999-12-31","BT-GRHT-2729N","BT-2729N","19478","false","01230000000bdAnAAI","51014776","2015-01-30"
"","RHT-2725K","TM","2999-12-31","BT-GRHT-2725K","BT-2725K","19479","false","01230000000bdAnAAI","51014777","2015-01-30"
"","RHT-2741J","TM","2999-12-31","BT-GRHT-2741J","BT-2741J","19480","false","01230000000bdAnAAI","51014778","2015-01-30"
"","cht-BT-3435Q","TM","2999-12-31","Utrecht-BT-3435Q","BT-3435Q","19481","false","01230000000bdAnAAI","51014779","2015-01-30"
"","RHT-2719Q","TM","2999-12-31","BT-GRHT-2719Q","BT-2719Q","19482","false","01230000000bdAnAAI","51014780","2015-02-02"
"","BT-D6702Q","TM","2999-12-31","AMF BT-D6702Q","BT-6702Q","19489","false","01230000000bdAnAAI","51014806","2015-02-03"
"","MF-TL07","TML","2999-12-31","BZ-AMF-TL07","BZ-AMF-TL07","","false","012a0000001ZQt4AAG","51014801","2015-02-03"
"","MF-TL08","TML","2999-12-31","BZ-AMF-TL08","BZ-AMF-TL08","","false","012a0000001ZQt4AAG","51014802","2015-02-03"
"","MF-TL09","TML","2999-12-31","BZ-AMF-TL09","BZ-AMF-TL09","","false","012a0000001ZQt4AAG","51014803","2015-02-03"
"","BT-D3771R","TM","2999-12-31","AMF BT-D3771R","BT-3771R","19487","false","01230000000bdAnAAI","51014804","2015-02-03"
"","BT-D3776L","TM","2999-12-31","AMF BT-D3776L","BT-3776L","19488","false","01230000000bdAnAAI","51014805","2015-02-03"
"","BT-D6706A","TM","2999-12-31","AMF BT-D6706A","BT-6706Q","19490","false","01230000000bdAnAAI","51014807","2015-02-03"
"","BT-D6708N","TM","2999-12-31","AMF BT-D6708N","BT-6708N","19491","false","01230000000bdAnAAI","51014808","2015-02-03"
"","BT-D6721X","TM","2999-12-31","AMF BT-D6721X","BT-6721X","19492","false","01230000000bdAnAAI","51014809","2015-02-03"
"","BT-D6732A","TM","2999-12-31","AMF BT-D6732A","BT-6732A","19493","false","01230000000bdAnAAI","51014810","2015-02-03"
"","BT-D6711G","TM","2999-12-31","AMF BT-D6711G","BT-6711Q","19494","false","01230000000bdAnAAI","51014811","2015-02-03"
"","BT-D6713M","TM","2999-12-31","AMF BT-D6713M","BT-6713M","19495","false","01230000000bdAnAAI","51014812","2015-02-03"
"","BT-D6714E","TM","2999-12-31","AMF BT-D6714E","BT-6714E","19496","false","01230000000bdAnAAI","51014813","2015-02-03"
"","BT-D6716Q","TM","2999-12-31","AMF BT-D6716Q","BT-6716Q","19497","false","01230000000bdAnAAI","51014814","2015-02-03"
"","BT-D6717Q","TM","2999-12-31","AMF BT-D6717Q","BT-6717Q","19498","false","01230000000bdAnAAI","51014815","2015-02-03"
"","BT-3902V","TM","2999-12-31","AMF-BT-3902V","BT-3902V","19506","false","01230000000bdAnAAI","51014822","2015-02-04"
"","BT-3911M","TM","2999-12-31","AMF-BT-3911M","BT-3911M","19507","false","01230000000bdAnAAI","51014823","2015-02-04"
"","BT-3945C","TM","2999-12-31","AMF-BT-3945C","BT-3945C","19508","false","01230000000bdAnAAI","51014824","2015-02-04"
"","BT-3956T","TM","2999-12-31","AMF-BT-3956T","BT-3956T","19509","false","01230000000bdAnAAI","51014825","2015-02-04"
"","BT-3984N","TM","2999-12-31","AMF-BT-3984N","BT-3984N","19510","false","01230000000bdAnAAI","51014826","2015-02-04"
"","BT-4003C","TM","2999-12-31","AMF-BT-4003C","BT-4003C","19511","false","01230000000bdAnAAI","51014827","2015-02-04"
"","BT-4011E","TM","2999-12-31","AMF-BT-4011E","BT-4011E","19512","false","01230000000bdAnAAI","51014828","2015-02-04"
"","BT-4043M","TM","2999-12-31","AMF-BT-4043M","BT-4043M","19513","false","01230000000bdAnAAI","51014829","2015-02-04"
"","cht-BT-4101D","TM","2999-12-31","Utrecht-BT-4101D","BT-4101D","19514","false","01230000000bdAnAAI","51014830","2015-02-04"
"","cht-BT-4105M","TM","2999-12-31","Utrecht-BT-4105M","BT-4105M","19515","false","01230000000bdAnAAI","51014831","2015-02-04"
"","cht-BT-4111K","TM","2999-12-31","Utrecht-BT-4111K","BT-4111K","19516","false","01230000000bdAnAAI","51014832","2015-02-04"
"","cht-BT-4122G","TM","2999-12-31","Utrecht-BT-4122G","BT-4122G","19517","false","01230000000bdAnAAI","51014833","2015-02-04"
"","cht-BT-4133Q","TM","2999-12-31","Utrecht-BT-4133Q","BT-4133Q","19518","false","01230000000bdAnAAI","51014834","2015-02-04"
"","cht-BT-4142A","TM","2999-12-31","Utrecht-BT-4142A","BT-4142A","19519","false","01230000000bdAnAAI","51014835","2015-02-04"
"","cht-BT-4152E","TM","2999-12-31","Utrecht-BT-4152E","BT-4152E","19520","false","01230000000bdAnAAI","51014836","2015-02-04"
"","pool NO","TM","2999-12-31","Flexpool NO","FLEX-NO","","false","01230000000bdAkAAI","51014841","2015-02-05"
"","pool C","TM","2999-12-31","Flexpool C","FLEX-C","","false","01230000000bdAkAAI","51014842","2015-02-05"
"","pool NW","TM","2999-12-31","Flexpool NW","FLEX-NW","","false","01230000000bdAkAAI","51014843","2015-02-05"
"","pool W","TM","2999-12-31","Flexpool W","FLEX-W","","false","01230000000bdAkAAI","51014844","2015-02-05"
"","pool ZW","TM","2999-12-31","Flexpool ZW","FLEX-ZW","","false","01230000000bdAkAAI","51014845","2015-02-05"
"","pool ZO","TM","2999-12-31","Flexpool ZO","FLEX-ZO","","false","01230000000bdAkAAI","51014846","2015-02-05"
"","LM-TL10","TML","2999-12-31","BZ-HLM-TL10","BZ-HLM-TL10","","false","012a0000001ZQt4AAG","51014784","2015-02-09"
"","LEM-BT-AU01","TM","2999-12-31","HAARLEM-BT-AU01","BT-HLM-AU01","19534","false","01230000000bdAnAAI","51014785","2015-02-09"
"","T-AU01","TM","2999-12-31","UH BT-AU01","BT-UH-AU01","19538","false","01230000000bdAnAAI","51014789","2015-02-09"
"","T-AU01","TM","2999-12-31","WM BT-AU01","BT-WM-AU01","19540","false","01230000000bdAnAAI","51014791","2015-02-09"
"","V-2651Z","TM","2999-12-31","BT-GV-2651Z","BT-2651Z","19547","false","01230000000bdAnAAI","51014851","2015-02-16"
"","swijk-BT-2651Q","TM","2999-12-31","Bleiswijk-BT-2651Q","BT-2651Q","19544","false","01230000000bdAnAAI","51014798","2015-03-15"
"","V-2661E","TM","2999-12-31","BT-GV-2661E","BT-2661E","19545","false","01230000000bdAnAAI","51014799","2015-03-15"
"","WOLLE-7711A","TM","2999-12-31","BT-ZWOLLE-7711A","BT-7711A","19565","false","01230000000bdAnAAI","51014852","2015-02-19"
"","NZ03","TM","2999-12-31","VT-TNZ03","VT-TNZ03","19566","false","01230000000bdAnAAI","51014889","2015-02-19"
"","NZ04","TM","2999-12-31","VT-TNZ04","VT-TNZ04","19567","false","01230000000bdAnAAI","51014890","2015-02-19"
"","NZ05","TM","2999-12-31","VT-TNZ05","VT-TNZ05","19568","false","01230000000bdAnAAI","51014891","2015-02-19"
"","ilanden-4551E","TM","2999-12-31","BT-Eilanden-4551E","BT-4551E","19570","false","01230000000bdAnAAI","51014893","2015-02-19"
"","ilanden-4503B","TM","2999-12-31","BT-Eilanden-4503B","BT-4503B","19571","false","01230000000bdAnAAI","51014894","2015-02-19"
"","TD03","TM","2999-12-31","VT-STD03","VT-STD03","19578","false","01230000000bdAnAAI","51014901","2015-02-19"
"","TD04","TM","2999-12-31","VT-STD04","VT-STD04","19579","false","01230000000bdAnAAI","51014902","2015-02-19"
"","TD05","TM","2999-12-31","VT-STD05","VT-STD05","19580","false","01230000000bdAnAAI","51014903","2015-02-19"
"","TD06","TM","2999-12-31","VT-STD06","VT-STD06","19581","false","01230000000bdAnAAI","51014904","2015-02-19"
"","TD07","TM","2999-12-31","VT-STD07","VT-STD07","19582","false","01230000000bdAnAAI","51014905","2015-02-19"
"","T-6941D","TM","2999-12-31","AH BT-6941D","BT-6941D","19586","false","01230000000bdAnAAI","51014855","2015-02-23"
"","T 6922J","TM","2999-12-31","AH BT 6922J","BT 6922J","19587","false","01230000000bdAnAAI","51014856","2015-02-23"
"","LEM-BT-2211G","TM","2999-12-31","HAARLEM-BT-2211G","BT-2211G","19598","false","01230000000bdAnAAI","51014913","2015-02-23"
"","LEM-BT-2221A","TM","2999-12-31","HAARLEM-BT-2221A","BT-2221A","19599","false","01230000000bdAnAAI","51014914","2015-02-23"
"","LEM-BT-2241K","TM","2999-12-31","HAARLEM-BT-2241K","BT-2241K","19600","false","01230000000bdAnAAI","51014915","2015-02-23"
"","RHT-2341V","TM","2999-12-31","BT-GRHT-2341V","BT-2341V","19601","false","01230000000bdAnAAI","51014916","2015-02-23"
"","LEM-BT-2201E","TM","2999-12-31","HAARLEM-BT-2201E","BT-2201E","19602","false","01230000000bdAnAAI","51014864","2015-02-24"
"","nce België","BA5","2999-12-31","Finance België","PNP-FIBG","","false","012a0000001ZR7MAAW","51018872","2017-11-30"
"","es Management","ARE","2999-12-31","Proces Management","COM-PM","","false","01230000000bdAkAAI","51018900","2017-12-05"
"","SDC-TL06","TML","2999-12-31","VB-ASDC-TL06","VB-ASDC-TL07","","false","012a0000001ZQt4AAG","51018901","2017-12-01"
"","MS15 495 496","TM","2999-12-31","VT-DMS15 495 496","VT-DMS15","23437","false","01230000000bdAnAAI","51018915","2017-12-04"
"","MS16 RESERVETEAM","TM","2999-12-31","VT-DMS16 RESERVETEAM","VT-DMS16","23440","false","01230000000bdAnAAI","51018918","2017-12-04"
"","atwijk ZH","VBG","2999-12-31","VC Katwijk ZH","VC-KZH","23424","false","012a0000001ZR7RAAW","51018902","2017-12-06"
"","ijk ZH Voorbereiden","VST","2999-12-31","Katwijk ZH Voorbereiden","KZH-VB","23425","false","012a0000001ZR7WAAW","51018903","2017-12-06"
"","ZH-TL01","TML","2999-12-31","VB-KZH-TL01","VB-KZH-TL01","","false","012a0000001ZQt4AAG","51018904","2017-12-06"
"","ZH-TL02","TML","2999-12-31","VB-KZH-TL02","VB-KZH-TL02","","false","012a0000001ZQt4AAG","51018905","2017-12-06"
"","ZH-TL03","TML","2999-12-31","VB-KZH-TL03","VB-KZH-TL03","","false","012a0000001ZQt4AAG","51018906","2017-12-06"
"","ZH-TL04","TML","2999-12-31","VB-KZH-TL04","VB-KZH-TL04","","false","012a0000001ZQt4AAG","51018907","2017-12-06"
"","ZH-TL05","TML","2999-12-31","VB-KZH-TL05","VB-KZH-TL05","","false","012a0000001ZQt4AAG","51018908","2017-12-06"
"","KZH-VB","TM","2999-12-31","ADM-KZH-VB","ADM-KZH-VB","23431","false","01230000000bdAnAAI","51018909","2017-12-06"
"","ZH01 2160-2199","TM","2999-12-31","VT-KZH01 2160-2199","VT-KZH01","23432","false","01230000000bdAnAAI","51018910","2017-12-06"
"","ZH02 2200-2223","TM","2999-12-31","VT-KZH02 2200-2223","VT-KZH02","23433","false","01230000000bdAnAAI","51018911","2017-12-06"
"","ZH03 2224-2249","TM","2999-12-31","VT-KZH03 2224-2249","VT-KZH03","23434","false","01230000000bdAnAAI","51018912","2017-12-06"
"","ZH-04 2250-2259 2350-2369","TM","2999-12-31","VT-KZH-04 2250-2259 2350-2369","VT-KZH04","23435","false","01230000000bdAnAAI","51018913","2017-12-06"
"","ZH05 2260-2279","TM","2999-12-31","VT-KZH05 2260-2279","VT-KZH05","23436","false","01230000000bdAnAAI","51018914","2017-12-06"
"","ZH06 2300-2319","TM","2999-12-31","VT-KZH06 2300-2319","VT-KZH06","23438","false","01230000000bdAnAAI","51018916","2017-12-06"
"","ZH07 2320-2349","TM","2999-12-31","VT-KZH07 2320-2349","VT-KZH07","23439","false","01230000000bdAnAAI","51018917","2017-12-06"
"","ractadministratie","BA5","2999-12-31","Contractadministratie","F&A CA","23441","false","012a0000001ZR7MAAW","51018919","2017-12-07"
"","zaamheid","BA5","2999-12-31","Duurzaamheid","F&A D","","false","012a0000001ZR7MAAW","51018920","2017-12-07"
"","npark","BA5","2999-12-31","Wagenpark","F&A W","","false","012a0000001ZR7MAAW","51018921","2017-12-07"
"","ZW","BA4","2999-12-31","ERD ZW","ERD ZW","","false","012a0000001ZR7MAAW","51018926","2017-12-11"
"","ZW PostNL NV","BA5","2999-12-31","ERD ZW PostNL NV","ERD-PNL","","false","012a0000001ZR7MAAW","51018927","2017-12-11"
"","ZW PostNL Holding BV","BA5","2999-12-31","ERD ZW PostNL Holding BV","ERD-PNL-H","","false","012a0000001ZR7MAAW","51018928","2017-12-11"
"","ZW Koninklijke PostNL BV","BA5","2999-12-31","ERD ZW Koninklijke PostNL BV","ERD-KPNL","","false","012a0000001ZR7MAAW","51018929","2017-12-11"
"","ZW Netwerk VSP BV","BA5","2999-12-31","ERD ZW Netwerk VSP BV","ERD-VSP","","false","012a0000001ZR7MAAW","51018930","2017-12-11"
"","ZW PostNL Real Estate BV","BA5","2999-12-31","ERD ZW PostNL Real Estate BV","ERD-PNL-RE","","false","012a0000001ZR7MAAW","51018931","2017-12-11"
"","ZW PostNL Transport BV","BA5","2999-12-31","ERD ZW PostNL Transport BV","ERD-PNL-T","","false","012a0000001ZR7MAAW","51018932","2017-12-11"
"","ZW PostNL Pakketten Benelux BV","BA5","2999-12-31","ERD ZW PostNL Pakketten Benelux BV","ERD-PNL-PNP","","false","012a0000001ZR7MAAW","51018933","2017-12-11"
"","ZW Logistics Solutions BV","BA5","2999-12-31","ERD ZW Logistics Solutions BV","ERD-LS","","false","012a0000001ZR7MAAW","51018934","2017-12-11"
"","ZW G3 World Wide Mail NV","BA5","2999-12-31","ERD ZW G3 World Wide Mail NV","ERD-WWM","","false","012a0000001ZR7MAAW","51018935","2017-12-11"
"","ZW G3 World Wide Europe BV","BA5","2999-12-31","ERD ZW G3 World Wide Europe BV","ERD-WWE","","false","012a0000001ZR7MAAW","51018936","2017-12-11"
